영업상태명,전화번호,지번주소,도로명주소,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,별점,리뷰개수,카테고리,메뉴
영업/정상,02 9679290,서울특별시 동대문구 이문동 237-13번지 (신이문길66),서울특별시 동대문구 신이문로 38 (이문동(신이문길66)),굽네치킨 이문점,20100000000000.0,I,59:59.0,통닭(치킨),205778.0478,455614.3935,통닭(치킨),1.0,1,치킨,"{'시카고 딥디쉬 피자+콜라대': '18,000', '페퍼로니피자+콜라대': '17,000', '고추바사삭+바게트볼+콜라1.25L': '22,000', '슈림프 시카고 딥디쉬 피자+콜라대': '21,000', '오리지널+바게트볼+콜라대': '20,000', '굽네 시카고 피자 & 갈비천왕 세트': '35,000', '굽네 시카고 피자 & 볼케이노 세트': '35,000', '갈비천왕+콜라대': '19,000', '볼케이노+콜라대': '19,000', '1마리)오+콜라대': '17,000', '갈릭마왕 반반(갈릭반/오리지널반)+콜라대': '20,000', '볼케이노치킨+에그타르트+콜라대': '22,800', '양념 히어로+콜라대': '19,000', '양념 반반+콜라대': '19,000', '갈릭마왕+콜라대': '20,000', '갈릭+페퍼로니+콜라대': '35,000', '굽네 허니멜로+콜라1.25L': '20,000', '오리지널 치트킹 세트 (매콤치즈) + 콜라대': '18,000', '오리지널 치트킹 세트 (콘스프) + 콜라대': '18,000', '굽네 고추바사삭 치트킹 세트(매콤치즈)+콜라1.25L': '20,000'}"
영업/정상,02 32952250,서울특별시 동대문구 이문동 251-7번지 (이문로201),서울특별시 동대문구 이문로 201 (이문동(이문로201)),푸른바다,20200000000000.0,U,40:00.0,호프/통닭,205387.6368,455797.4176,호프/통닭,2.0,0,약국,{}
영업/정상,02 9570171,서울특별시 동대문구 이문동 240-2번지 (신이문길23),서울특별시 동대문구 신이문로 13 (이문동(신이문길23)),초롱이네,20100000000000.0,I,59:59.0,정종/대포집/소주방,205545.2465,455645.1076,정종/대포집/소주방,0.0,0,술집,{}
영업/정상,02 9613663,서울특별시 동대문구 이문동 324-49번지,서울특별시 동대문구 이문로 83 (이문동),주수사,20100000000000.0,I,59:59.0,일식,205120.1837,454701.8569,일식,3.7,8,"초밥,롤","{'특모듬초밥': '20,000', '모듬초밥': '15,000', 'A 코스': '35,000', 'B 코스': '25,000', '장어초밥': '21,000', '광어초밥': '21,000', '연어초밥': '18,000'}"
영업/정상,02 9652946,서울특별시 동대문구 이문동 288-18번지 (문일길8),서울특별시 동대문구 이문로30길 8 (이문동(문일길8)),명가식당,20100000000000.0,I,59:59.0,한식,205319.9252,454967.5062,한식,5.0,5,한식,"{'굴콩나물국밥': '7,000', '황태해장국': '7,000', '굴순두부': '7,000', '제육+쌈-2인이상': '8,000', '녹두반계탕(국내산)': '8,000', '콩비지': '7,000', '양푼이 비빔밥': '7,000', '김치찌개': '7,000', '된장찌개': '7,000', '냉면': '6,000', '녹두삼계탕(국내산)': '13,000', '뚝배기불고기': '7,000'}"
영업/정상,02 9643388,서울특별시 동대문구 이문동 319-3번지 1층외 1필지(이문동 321-101),서울특별시 동대문구 이문로 64-7 1층 (이문동 외 1필지(이문동 321-101)),할매토지,20100000000000.0,I,59:59.0,한식,205076.9924,454490.0855,한식,3.0,0,한식,{}
영업/정상,02 9697058,서울특별시 동대문구 이문동 305-2번지 (휘경로13),서울특별시 동대문구 휘경로 13 (이문동(휘경로13)),김밥천국,20100000000000.0,I,59:59.0,분식,205383.0869,454857.9114,분식,2.2,1,분식,{}
영업/정상,02 9622234,서울특별시 동대문구 이문동 305-3번지 (외대풍물길9),서울특별시 동대문구 휘경로2가길 1 (이문동(외대풍물길9)),한지창에고인달빛,20100000000000.0,I,59:59.0,분식,205318.2373,454803.0843,분식,0.0,1,술집,{}
영업/정상,02 9675292,서울특별시 동대문구 이문동 103-11번지 (한천로 421-1),서울특별시 동대문구 한천로 421-1 (이문동(한천로 421-1)),네네치킨신이문점,20100000000000.0,I,59:59.0,통닭(치킨),205895.5867,455106.225,통닭(치킨),0.0,0,치킨,"{'레드마요치킨': '19,000', '청양마요치킨': '18,000', '스노윙치킨': '18,000', '소이갈릭치킨': '18,000', '핫블링치킨': '18,000', '오리엔탈파닭': '18,000', '후라이드': '15,000', '양념치킨': '17,000', '크리미언반+양념반+후라이드반': '27,000', '순살': '17,000', '쇼킹핫반+크리미언반+후라이드반': '28,000', '순살스노윙치킨': '20,000', '치즈스노윙반+핫블링반+후라이드반': '28,000', '순살오리엔탈파닭': '20,000', '소이갈릭반+크리미언반+후라이드반': '28,000', '순살양념치킨': '19,000', '크리미언반+핫블링반+후라이드반': '28,000', '순살크리미언치킨': '20,000', '순살핫블링치킨': '20,000', '네네순살닭강정': '18,000'}"
영업/정상,02 960 6660,서울특별시 동대문구 이문동 255-222번지,서울특별시 동대문구 신이문로 6-1 1층 (이문동),교촌치킨,20200000000000.0,U,05:00.0,호프/통닭,205714.3114,455647.3236,,3.5,0,치킨,"{'교촌허니순살[R]': '20,000', '교촌라이스': '19,000', '교촌오리지날': '15,000', '교촌콤보': '17,000', '교촌윙': '17,000', '교촌스틱': '17,000', '교촌허니오리지날': '15,000', '교촌허니콤보': '18,000', '교촌허니스틱': '18,000', '교촌레드오리지날': '16,000', '교촌레드콤보': '18,000', '교촌레드윙': '18,000', '교촌레드스틱': '18,000', '교촌반반오리지날': '16,000', '교촌반반콤보': '18,000', '교촌반반윙': '18,000', '교촌반반스틱': '18,000', '교촌후라이드': '15,000', '교촌살살치킨': '16,000', '교촌소이살살': '16,000', '교촌샐러드': '4,500', '': ''}"
영업/정상,02 9656489,서울특별시 동대문구 이문동 108-9번지,서울특별시 동대문구 한천로 427-2 (이문동),할매순대국,20200000000000.0,U,40:00.0,호프/통닭,205892.8675,455170.1846,호프/통닭,0.0,2,순대,"{'순대국': '6,000', '돼지고기김치찜': '8,000', '할매토종순대': '6,000', '순대국(특)': '7,000', '짬뽕순대국': '7,000', '영양순대국': '8,000', '육개장순대국': '7,000', '버섯순대국': '7,000', '순대해장라면': '6,000', '버섯순대해장라면': '7,000', '술국': '12,000', '뼈해장국': '7,000', '선지해장국': '6,000', '황태해장국': '7,000', '소고기국밥': '7,000', '소머리곰탕': '8,000', '소머리영양곰탕': '9,000', '할매소내장탕': '8,500', '할매추어탕': '7,000', '삼계탕': '10,000', '편육': '6,000', '': ''}"
영업/정상,02  9681122,서울특별시 동대문구 이문동 183-3 (한천로459),서울특별시 동대문구 한천로 457-1 (이문동(한천로459)),씨에프(CF)바베큐,20200000000000.0,U,05:00.0,통닭(치킨),205877.47,455459.1387,,5.0,0,치킨,{'바베큐치킨': 0}
영업/정상,,서울특별시 동대문구 이문동 287-36번지,서울특별시 동대문구 이문로 96-1 1층 (이문동),컵짱,20200000000000.0,I,59:59.0,호프/통닭,205207.5555,454791.89700000000,호프/통닭,4.7,2,닭강정,"{'컵닭 A컵': '1,000', '닭강정컵밥': '3,000', '베이컨컵밥': '3,000', '치킨마요컵밥': '3,000', '컵짱': '11,000', '월드컵': '6,000'}"
영업/정상,02 9698304,서울특별시 동대문구 이문동 64번지 쌍용아파트,서울특별시 동대문구 한천로58길 47 상가동 1층 120호 (이문동 쌍용아파트),이경규의압구정김밥,20200000000000.0,I,59:59.0,분식,205980.7722,455275.8359,분식,5.0,0,분식,{}
영업/정상,02 9606245,서울특별시 동대문구 이문동 358-3번지,서울특별시 동대문구 이문로 200 (이문동),대호호프,20100000000000.0,I,59:59.0,호프/통닭,205421.0436,455771.6201,호프/통닭,0.0,0,"호프,요리주점",{}
영업/정상,02 9679595,서울특별시 동대문구 이문동 238-16번지 1층,서울특별시 동대문구 신이문로 19-1 1층 (이문동),신선루,20100000000000.0,I,59:59.0,중국식,205620.8559,455649.3604,중국식,2.8,2,중화요리,{}
영업/정상,,서울특별시 동대문구 이문동 250-3번지 (이문로202),서울특별시 동대문구 이문로 202 (이문동(이문로202)),파라다이스,20100000000000.0,I,59:59.0,호프/통닭,205422.1687,455803.0288,호프/통닭,0.0,0,"호프,요리주점",{}
영업/정상,,서울특별시 동대문구 이문동 316-2번지 지하1층,서울특별시 동대문구 휘경로2길 19 지하1층 (이문동),맨어바웃타운,20200000000000.0,U,40:00.0,패스트푸드,205294.1706,454765.2611,패스트푸드,5.0,3,"호프,요리주점","{'MANTA BURGER': '6,900', 'FRIED POTATO': 0}"
영업/정상,02 9575797,서울특별시 동대문구 이문동 287-18번지 (이문로 104-9),서울특별시 동대문구 이문로28길 16 (이문동(이문로 104-9)),마루기,20200000000000.0,I,59:59.0,호프/통닭,205275.0729,454799.3046,호프/통닭,4.2,23,일본식라면,"{'쇼유라멘': '7,500', '미소라멘': '7,500', '카라이시오라멘': '7,500', '가츠동': '7,500', '치킨가츠동': '7,500'}"
영업/정상,02  9633313,서울특별시 동대문구 이문동 183-4번지 (한천로457),서울특별시 동대문구 한천로 457 (이문동(한천로457)),24시횟집,20200000000000.0,I,59:59.0,일식,205878.0499,455446.0573,일식,5.0,0,회,{}
영업/정상,02 9699332,서울특별시 동대문구 이문동 288-46번지,서울특별시 동대문구 휘경로 6-7 1층 (이문동),본가 할머니보쌈,20200000000000.0,U,59:59.0,한식,205297.5706,454831.9729,한식,4.6,18,"족발,보쌈","{'김치보쌈 (중)': '26,000', '굴보쌈 (계절)': '37,000', '모둠보쌈': '48,000', '보쌈정식': '7,000', '고기 순대': '5,000'}"
영업/정상,02 9669294,서울특별시 동대문구 이문동 363-9번지 1층,서울특별시 동대문구 휘경로3길 6 1층 (이문동),회기농장,20200000000000.0,I,59:59.0,한식,205439.8724,454843.2417,한식,5.0,5,"육류,고기","{'생삼겹살(200g)': '13,000', '항정살(200g)': '14,000', '불낙전골(2인)': '20,000', '제육덮밥': '7,000', '순두부': '6,000'}"
영업/정상,02 9626671,서울특별시 동대문구 이문동 217-12번지,서울특별시 동대문구 한천로 483 (이문동),삼순이시골감자탕,20100000000000.0,I,59:59.0,한식,205847.0812,455716.5568,한식,5.0,1,감자탕,"{'삼순이 시골 감자탕(소)': '24,000', '삼순이 시골 감자탕(중)': '29,000', '삼순이 매콤 감자탕(소)': '24,000', '삼순이 돌판 해물뼈찜': '35,000', '삼순이 시골 뚝배기': '7,000'}"
영업/정상,,서울특별시 동대문구 이문동 288-61번지,서울특별시 동대문구 휘경로 4-6 (이문동),달콤한이층,20100000000000.0,I,59:59.0,호프/통닭,205266.8052,454862.9835,호프/통닭,4.3,14,카페,"{'에스프레소 (HOT)': '2,500', '에스프레소 꼼빠냐 (HOT)': '3,000', '아메리카노 (HOT)': '2,900', '아메리카노 (ICE)': '3,300', '카페라떼 (HOT)': '3,500', '카페라떼 (ICE)': '3,800', '카푸치노 (HOT)': '3,500', '카푸치노 (ICE)': '3,800', '바닐라라떼 (HOT)': '3,700', '바닐라라떼 (ICE)': '3,900', '모카라떼 (HOT)': '3,700', '모카라떼 (ICE)': '3,900', '카라멜 마끼아또 (HOT)': '3,700', '카라멜 마끼아또 (ICE)': '3,900', '아이스티': '3,900', '유자스무디 (ICE)': '4,900', '요거 스무디 (ICE)': '4,500', '블루베리 스무디 (ICE)': '4,900', '아포가토 (ICE)': '3,900', '그린티라떼 (HOT)': '3,900'}"
영업/정상,02 64078864,서울특별시 동대문구 이문동 326-5번지 1층,서울특별시 동대문구 이문로 92 1층 (이문동),오븐마루,20200000000000.0,U,40:00.0,통닭(치킨),205188.3196,454743.5473,통닭(치킨),1.0,2,치킨,{}
영업/정상,,서울특별시 동대문구 이문동 304-24번지 1층,서울특별시 동대문구 휘경로5길 6 1층 (이문동),국빈,20200000000000.0,I,59:59.0,한식,205467.7617,454818.1656,한식,3.0,2,중화요리,"{'볶음짬뽕': '7,500', '볶짜면': '8,500', '탕볶밥': '10,000', '짜장면': '5,500', '짬뽕': '7,000', '삼선누룽지탕': '20,000', '삼선매운짜장': '90,000', '육해공짬뽕': '9,500', '해장짬뽕': '9,500', '차돌박이짬뽕': '10,000', '홍합짬뽕': '9,000', '갈비탕': '7,500', '육개장': '7,500', '내장탕': '7,500', '물냉면': '7,000', '비빔냉면': '7,000', '콩국수': '7,000', '볶음밥': '7,000', '짜장밥': '7,000', '짬뽕밥': '7,500', '': ''}"
영업/정상,,서울특별시 동대문구 이문동 85-24번지 (외대역동길15),서울특별시 동대문구 외대역동로 79 (이문동(외대역동길15)),야미또치킨,20100000000000.0,I,59:59.0,호프/통닭,205653.5876,454788.7646,호프/통닭,0.0,0,치킨,{}
영업/정상,070 88730419,서울특별시 동대문구 이문동 78-1번지,서울특별시 동대문구 휘경로11가길 4-6 1층 (이문동),남자선지해장국,20200000000000.0,I,59:59.0,한식,205555.0316,454839.9308,한식,4.0,24,해장국,"{'선지해장국': '7,000', '뼈해장국': '7,000', '소머리국밥': '8,000', '곱창전골(소)': '15,000', '감자탕(소)': '18,000'}"
영업/정상,,서울특별시 동대문구 이문동 45번지 (이화교길63),서울특별시 동대문구 한천로58길 139 (이문동(이화교길63)),종로김밥,20200000000000.0,I,59:59.0,분식,206093.1838,455584.8723,분식,3.4,2,분식,"{'갈비만두': '4,000', '갈비탕': '6,000', '고구마돈가스': '7,000', '고기만두': '3,500', '고추김밥': '3,000', '고추비빔밥': '6,000', '군만두': '3,500', '김치김밥': '3,000', '김치만두': '3,500', '김치볶음밥': '5,500', '김치우동': '4,500', '낙지볶음밥': '5,500', '날치알김밥': '3,000', '날치알비빔밥': '6,000', '돈가스': '6,000', '돈가스김밥': '4,000', '돈가스덮밥': '6,000', '돈가스오므라이스': '7,000', '돈가스카레우동': '7,000', '떡국': '4,000', '떡라면': '3,500', '': ''}"
영업/정상,02 32951385,서울특별시 동대문구 이문동 287-50번지 지하1층,서울특별시 동대문구 이문로28길 12 지하1층 (이문동),술이야,20200000000000.0,I,59:59.0,호프/통닭,205263.0737,454815.6237,호프/통닭,0.0,2,"호프,요리주점",{}
영업/정상,02 9676295,서울특별시 동대문구 이문동 175-14번지,서울특별시 동대문구 한천로 445-1 (이문동),코삼바(코리안삼겹바베큐),20200000000000.0,U,40:00.0,한식,205882.0527,455341.1463,한식,5.0,0,삼겹살,"{'볏짚삼겹살 (180g)': '7,000', '왕갈비 (300g)': '10,000', '생삼겹살 (180g)': '10,000', '가브리살 (180g)': '11,000', '갈비살 (180g)': '11,000', '직화쭈삼': '11,000', '불쌈냉면': '6,000', '육개장': '7,000', '소내장탕': '7,000', '영양갈비탕': '7,000', '스타삼겹살 (2인)': '18,000', '바베큐삼겹살 (2인)': '19,000', '고추장삼겹살 (2인)': '19,000', '양념갈비 (2인)': '18,000', '석쇠불고기 (2인)': '18,000', '스타목살 (2인)': '18,000', '바베큐목살 (2인)': '19,000', '고추장목살 (2인)': '19,000'}"
영업/정상,02 9641222,서울특별시 동대문구 이문동 336-3번지,서울특별시 동대문구 이문로 76 2층 (이문동),띵하우,20200000000000.0,I,59:59.0,중국식,205110.3087,454609.7443,중국식,4.1,0,중화요리,{'자장면': 0}
영업/정상,02 60130222,서울특별시 동대문구 이문동 85-20번지 (외대역동길 23),서울특별시 동대문구 외대역동로 83 (이문동(외대역동길 23)),한방닭?오리,20100000000000.0,I,59:59.0,한식,205672.913,454823.8958,한식,5.0,0,오리,{}
영업/정상,,서울특별시 동대문구 이문동 126-37번지,서울특별시 동대문구 휘경로11가길 4-4 (이문동),맛집 분식한식,20100000000000.0,I,59:59.0,분식,205559.7148,454848.56200000000,분식,5.0,1,분식,"{'삼겹살 (1인분)': '6,000', '생삼겹살 (1인분)': '9,000', '생목살 (1인분)': '9,000', '맛집김치찌개': '5,000', '된장찌개': '5,000', '문어 (한접시)': '15,000', '한방 닭백숙 (대)': '35,000'}"
영업/정상,,서울특별시 동대문구 이문동 325-48번지 1층,서울특별시 동대문구 휘경로2길 42 1층 (이문동),버드나무 순대국,20100000000000.0,I,59:59.0,한식,205225.7599,454676.0295,한식,3.5,4,순대,"{'순대국': '6,500', '머리국': '6,500', '순대국밥': '5,500', '머리국밥': '5,500', '수육(소)': '10,000'}"
영업/정상,02 9698261,서울특별시 동대문구 이문동 175-10번지 (지상1층),서울특별시 동대문구 이문로42길 90 (이문동(지상1층)),뚱땡이식당,20000000000000.0,I,59:59.0,한식,205855.6904,455360.1446,한식,0.0,0,"육류,고기",{}
영업/정상,,서울특별시 동대문구 이문동 305-133번지,서울특별시 동대문구 휘경로 24-4 1층 (이문동),다래정,20200000000000.0,I,59:59.0,한식,205426.9441,454774.6981,한식,0.0,0,"해물,생선",{}
영업/정상,02 9670123,서울특별시 동대문구 이문동 180-11번지 (지상1층) (한천로 450),서울특별시 동대문구 한천로 450 (이문동(지상1층) (한천로 450)),동해회수산,20100000000000.0,I,59:59.0,일식,205915.0459,455375.9951,일식,5.0,0,회,{}
영업/정상,,서울특별시 동대문구 이문동 295-1번지,서울특별시 동대문구 휘경로3길 21 (이문동),너와,20100000000000.0,I,59:59.0,호프/통닭,205445.1498,454919.2998,호프/통닭,0.0,0,유흥시설,{}
영업/정상,,서울특별시 동대문구 이문동 288-65,서울특별시 동대문구 이문로 108 (이문동),차돌풍,20200000000000.0,U,08:00.0,분식,205255.717,454871.6255,,0.0,0,0,{}
영업/정상,02 9591150,서울특별시 동대문구 이문동 264-140번지 1층,서울특별시 동대문구 천장산로 36 1층 (이문동),밀플랜비,20200000000000.0,I,59:59.0,중국식,205035.487,455206.1012,중국식,3.7,7,"멕시칸,브라질","{'치킨 라이스': '4,000', '치킨 감자': '4,500', '소고기 라이스': '4,500', '수제소시지': '2,500', '기본 핫도그': '3,500'}"
영업/정상,02 9572380,서울특별시 동대문구 이문동 288-61번지,서울특별시 동대문구 휘경로 4-6 지하1층 (이문동),락앤밤(Rock and Bam),20200000000000.0,U,40:00.0,호프/통닭,205266.8052,454862.9835,호프/통닭,0.0,5,"호프,요리주점","{'감바스 알 아히요 with 호밀빵': '16,000', '조개술찜 with 호밀빵': '18,000', '치즈 플레이트 (2인)': '15,000', '모둠 소세지': '15,000', '고르곤졸라 피자': '12,000'}"
영업/정상,02 9680282,서울특별시 동대문구 이문동 288-65번지 (이문로108),서울특별시 동대문구 이문로 108 (이문동(이문로108)),버거랑,20100000000000.0,I,59:59.0,분식,205255.717,454871.6255,분식,0.0,0,햄버거,"{'머쉬룸버거': 0, '사세보버거': 0, '자이언트버거': 0}"
영업/정상,,서울특별시 동대문구 이문동 288-81번지,서울특별시 동대문구 휘경로 9-3 (이문동),외대감자탕,20100000000000.0,I,59:59.0,한식,205341.9086,454886.5955,한식,3.7,3,감자탕,"{'감자탕 소지': '13,000', '감자탕 중지': '17,000', '감자탕 엄지': '22,000', '뼈다귀해장국': '6,000', '우거지해장국': '5,000'}"
영업/정상,,서울특별시 동대문구 이문동 220-14번지 (신이문길72),서울특별시 동대문구 신이문로 40-1 (이문동(신이문길72)),숙이네포장마차,20100000000000.0,I,59:59.0,호프/통닭,205820.1638,455614.8295,호프/통닭,0.0,0,실내포장마차,{}
영업/정상,02 9699008,서울특별시 동대문구 이문동 264-407번지 1층,서울특별시 동대문구 천장산로7길 56 1층 (이문동),파티스리노엘,20100000000000.0,I,59:59.0,경양식,204760.908,455110.802,경양식,4.0,4,카페,"{'아메리카노(HOT)': '2,200', '카푸치노(HOT)': '3,000', '카페라떼(HOT)': '3,000', '카페모카(HOT)': '3,200', '대추차(HOT)': '3,000'}"
영업/정상,,서울특별시 동대문구 이문동 339-1번지 (회기안길2),서울특별시 동대문구 경희대로4길 79 (이문동(회기안길2)),황하,20100000000000.0,I,59:59.0,중국식,204920.3401,454348.4207,중국식,4.0,32,중화요리,"{'산동탕수육 (소)': '8,000', '홍콩탕수육 (소)': '12,000', '짜장면': '5,000', '짬뽕': '6,000', '볶음밥': '7,000'}"
영업/정상,02 9605890,서울특별시 동대문구 이문동 317-16번지 (외대풍물길29),서울특별시 동대문구 휘경로2길 35 (이문동(외대풍물길29)),꿀꿀,20100000000000.0,I,59:59.0,한식,205248.1979,454711.0393,한식,4.2,27,0,{}
영업/정상,,서울특별시 동대문구 이문동 334-87번지 (이문로 77-3),서울특별시 동대문구 이문로 77-7 (이문동(이문로 77-3)),시골집,20100000000000.0,I,59:59.0,한식,205076.0519,454669.9043,한식,5.0,1,"찌개,전골","{'부대찌개': '7,000', '동태찌개': '7,000', '김치찌개': '6,000', '된장찌개': '6,000', '돼지불백': '7,000', '오징어볶음': '8,000'}"
영업/정상,,서울특별시 동대문구 이문동 183-3번지 (한천로459),서울특별시 동대문구 한천로 457-1 (이문동(한천로459)),이문왕곱창,20100000000000.0,I,59:59.0,한식,205877.47,455459.1387,한식,5.0,4,"곱창,막창","{'오돌뼈(1인)': '9,000', '고추장불고기(1인)': '11,000', '목삼겹(1인)': '11,000', '왕곱창(1인)': '10,000', '왕꼼장어(1인)': '15,000'}"
영업/정상,02 9640110,서울특별시 동대문구 이문동 83-47번지,서울특별시 동대문구 외대역동로 85-1 1층 (이문동),또래오래이문점,20200000000000.0,U,40:00.0,호프/통닭,205442.2097,455383.0409,호프/통닭,4.4,16,0,{}
영업/정상,,서울특별시 동대문구 이문동 346-45 (이문로65),서울특별시 동대문구 이문로 65 (이문동(이문로65)),자가제빵 선명희피자 외대점,20200000000000.0,U,05:00.0,한식,205032.8703,454533.4788,,5.0,24,피자,"{'바싹불고기피자': '16,000', '직화매운갈비피자': '18,000', '베이컨포테이토피자': '17,000', '페페로니피자': '15,000', '쉬림프피자': '20,000', '콤비네이션피자': '15,000', '고구마무스피자': '15,000', '베이컨할라피뇨피자': '17,000', '소불고기피자': '15,000', '모짜렐라치즈피자': '15,000', '베이컨피자': '15,000', '파인애플피자': '15,000', '포테이토피자': '15,000', '콘치즈피자': '15,000', '베이컨소세지피자': '17,000', '고르곤졸라피자': '15,000', '바베큐치킨피자': '15,000', '베이컨불고기피자': '17,000', '옛날갈비피자': '19,000', '달콤불고기피자': '16,000', '고추불고기피자': '15,900', '': ''}"
영업/정상,02 9628292,서울특별시 동대문구 이문동 288-55번지 지하1층,서울특별시 동대문구 이문로28길 9 지하1층 (이문동),양쉐프즉석떡볶이,20200000000000.0,U,40:00.0,분식,205268.2082,454831.4639,분식,4.6,13,떡볶이,"{'기본 떡볶이': '4,000', '치즈 떡볶이': '5,000', '닭 떡볶이': '6,000', '쭈꾸미 떡볶이': '6,000'}"
영업/정상,,서울특별시 동대문구 이문동 288-30번지 (문일길16),서울특별시 동대문구 이문로30길 14 (이문동(문일길16)),버담소리,20100000000000.0,I,59:59.0,호프/통닭,205334.2034,454939.0134,호프/통닭,5.0,1,0,{}
영업/정상,,서울특별시 동대문구 이문동 288-43번지,서울특별시 동대문구 이문로28길 15 2층 (이문동),옹골진치킨,20200000000000.0,U,40:00.0,호프/통닭,205348.1988,454940.1801,호프/통닭,5.0,8,치킨,"{'후라이드치킨(기본)': '10,000', '양념치킨(기본)': '12,000', '마늘간장치킨(기본)': '12,000', '후라이드반+양념반(기본)': '12,000', '후라이드반+양념반+마늘간장반(기본)': '19,000'}"
영업/정상,,서울특별시 동대문구 이문동 237-101번지,서울특별시 동대문구 신이문로 35 지상1층 (이문동),닛시스시,20200000000000.0,U,40:00.0,일식,205758.4344,455646.2524,일식,4.4,25,"초밥,롤","{'광어 (2pcs)': '3,500', '도미 (2pcs)': '3,500', '숭어 (2pcs)': '2,800', '새우 (2pcs)': '2,800', '모듬 초밥 (12pcs)': '18,000'}"
영업/정상,,서울특별시 동대문구 이문동 175-7,서울특별시 동대문구 외대역동로27길 80 1층 (이문동),지숙이네포차,20200000000000.0,U,01:00.0,정종/대포집/소주방,205501.6401,454667.9832,,3.0,1,0,{}
영업/정상,,서울특별시 동대문구 이문동 247-4번지 (신이문7길42),서울특별시 동대문구 이문로 204-5 (이문동(신이문7길42)),두미시골집,20100000000000.0,I,59:59.0,한식,205433.2546,455833.6375,한식,0.0,0,한식,{}
영업/정상,,서울특별시 동대문구 이문동 217-12번지,서울특별시 동대문구 한천로 483 (이문동),곱창마을,20100000000000.0,I,59:59.0,한식,205847.0812,455716.5568,한식,0.0,3,"곱창,막창","{'막창소금구이': '9,000', '야채곱창': '8,000', '알곱창': '8,000', '순대볶음': '8,000', '오돌뼈': '8,000'}"
영업/정상,02 9698100,서울특별시 동대문구 이문동 288-21,서울특별시 동대문구 휘경로 3-12 1층 (이문동),이도감식당,20200000000000.0,U,05:00.0,분식,205617.7119,454568.28,,0.0,0,한식,"{'다슬기능이오리백숙': '60,000', '다슬해장국': '8,000', '김치찌개': '7,000', '된장찌개': '7,000'}"
영업/정상,02 9590867,서울특별시 동대문구 이문동 288-40번지,서울특별시 동대문구 휘경로2길 4 1층 (이문동),식닷컴,20200000000000.0,U,40:00.0,한식,205314.3174,454835.0006,한식,3.1,11,중화요리,"{'마라가재': '28,000', '마라새우': '25,000', '카오위': '35,000', '사천찜닭': '20,000', '꿔바로': '13,000'}"
영업/정상,,서울특별시 동대문구 이문동 326-2 지상1층,서울특별시 동대문구 이문로 88-17 1층 (이문동),숙이네반주집,20200000000000.0,U,06:00.0,분식,205237.6295,454735.1016,,3.3,9,한식,"{'앞다리보쌈': '10,000', '아구찜': '10,000'}"
